SampleTimeFine,D_Upper_Arm_Acc_X,D_Upper_Arm_Acc_Y,D_Upper_Arm_Acc_Z,L_Wrist_Acc_X,L_Wrist_Acc_Y,L_Wrist_Acc_Z,R_Wrist_Acc_X,R_Wrist_Acc_Y,R_Wrist_Acc_Z,Activity
2724755156,1.005496,1.099001,0.356882,-1.742047,-5.717943,3.165582,-0.489684,-0.344116,-3.041652,0
2724788490,2.074742,0.797541,-0.558753,-0.722869,-5.133155,2.63582,-0.962007,0.043766,-5.77902,0
2724821824,1.229353,1.02431,-1.137882,-1.500961,-3.456944,2.467361,-1.352398,-1.897372,-6.455605,0
2724855158,0.645904,3.171587,-2.495488,-2.029453,-2.626176,2.205625,-3.653464,-2.895194,-5.433712,0
2724888492,0.525449,3.322666,-1.536853,-1.775981,-2.882818,2.796208,-4.493142,-2.513148,-7.397569,0
2724921826,0.701128,3.828653,-1.07088,-2.350238,-1.771141,2.39978,-4.386901,-0.938439,-6.286142,0
2724955160,0.138039,2.466256,-0.037178,-2.119508,-0.50345,3.336131,-2.931617,0.63977,-3.792499,0
2724988494,0.031625,0.714449,0.675564,-1.210721,2.567991,1.231947,-0.809208,2.259148,-0.506313,0
2725021828,-0.142039,-0.721636,0.044405,0.086681,2.723679,0.459289,2.057306,2.278443,4.354269,0
2725055162,-0.477449,-2.758441,0.233983,1.287782,3.074049,-1.477043,4.196346,0.412392,7.780876,0
2725088496,-0.731711,-4.922081,0.478072,2.136926,2.352349,-3.336987,4.8702,-2.750693,6.638321,0
2725121830,-1.72448,-3.790923,0.424135,3.362246,2.11329,-5.236958,6.310802,-3.271489,2.737397,0
2725155164,-2.135799,-2.081439,0.84048,3.719533,1.753678,-6.066862,5.403581,-1.174929,2.488616,0
2725188498,-1.685225,-2.029203,-0.17393,3.404975,1.1302,-7.083595,2.996058,1.10889,3.83567,0
2725221832,-0.372634,-2.554328,-0.900121,3.303407,0.239018,-7.499466,3.90934,-0.274136,4.287539,0
2725255166,-0.156104,-1.35122,-0.150876,0.990051,-0.385858,-6.74037,4.218734,0.707554,3.552426,0
2725288500,-1.208299,0.943345,0.828363,1.433307,1.549597,-2.304233,1.783285,1.382731,2.268238,0
2725321834,-0.728831,1.46831,0.314024,-0.802378,1.174264,0.237233,0.261728,1.081026,1.238045,0
2725355168,0.427713,0.739032,-0.013666,-2.498591,-0.152327,3.234277,-1.659005,0.547306,-1.054565,0
2725388502,1.109892,1.110407,0.120399,-3.355476,0.328731,4.760453,-4.231362,0.420737,-2.360914,0
2725421836,1.576292,1.760753,0.822358,-3.893453,-2.17701,6.789104,-6.130235,0.458757,-4.131582,0
2725455170,2.405509,1.217396,0.129227,-3.804415,-3.188231,5.904474,-7.516299,0.372881,-4.51398,0
2725488504,2.584709,1.866952,0.033992,-2.620394,-2.830006,5.731012,-7.866977,0.323168,-4.096324,0
2725521838,1.648685,2.093387,0.425147,-2.164525,-1.809076,4.916572,-6.660281,-0.920638,-6.184253,0
2725555172,0.634466,2.143553,1.036966,-1.812206,-1.383278,4.237495,-6.057367,-0.113876,-6.000984,0
2725588506,0.161072,0.959392,0.818905,-1.604668,-0.194682,3.5153,-3.035117,-0.547681,-3.939136,0
2725621840,-0.70954,1.088955,0.238345,-0.475158,0.36016,2.898908,-0.555245,1.064837,-2.319235,0
2725655174,-1.117667,1.126791,0.273537,0.665957,0.681146,1.524161,2.251176,2.257365,-0.220832,0
2725688508,-0.872544,-0.673118,-0.55214,1.70421,1.342846,0.402941,5.666079,1.724391,3.521631,0
2725721842,-0.603613,-2.686831,-1.1917,2.482658,1.645157,-0.717411,7.703479,0.61484,4.151414,0
2725755176,-1.005037,-4.00339,-1.71726,2.908499,1.427475,-2.069574,9.204783,-3.924819,3.830333,0
2725788510,-1.560272,-3.673131,-2.271125,3.168157,1.25034,-2.64501,8.013633,-4.994992,4.220937,0
2725821844,-1.817015,-2.230186,-1.561409,2.963125,0.803025,-3.345025,4.822329,-0.506116,4.625204,0
2725855178,-1.210311,-0.902186,-0.78669,2.723852,0.333596,-3.584599,4.64297,1.224773,4.42779,0
2725888512,-0.991778,-1.029359,-0.181397,2.68536,-0.024695,-3.892969,4.113743,0.507958,3.071398,0
2725921846,-0.307417,-0.441663,0.407078,2.877592,-0.764485,-5.329138,1.970753,1.872046,2.677044,0
2725955180,0.084981,0.138873,0.608129,2.281844,-0.459176,-5.447529,-1.056795,1.937546,1.410917,0
2725988514,1.029326,1.078708,0.605819,1.553278,0.440392,-4.364624,-2.612285,1.264169,0.345963,0
2726021848,1.006953,1.609737,0.85112,0.245121,1.041215,-3.0975,-3.574741,1.087651,-0.579715,0
2726055182,1.172222,0.886969,0.684022,-3.277776,0.468195,-0.208442,-3.314962,0.432963,-1.492076,0
2726088516,1.001427,0.822142,0.17902,-4.460125,0.024677,0.60559,-3.73782,0.178004,-2.029079,0
2726121850,0.522317,0.862486,-0.468299,-6.239015,-1.535493,2.790438,-4.43694,-0.689955,-3.634056,0
2726155184,0.469428,1.133216,-0.954371,-6.165164,-2.259391,3.304525,-4.882386,-1.199406,-4.978194,0
2726188518,0.719321,0.944855,-0.82453,-4.714797,-2.433583,2.786707,-5.35003,-1.22854,-4.375292,0
2726221852,0.608406,0.538317,-0.504353,-3.446566,-2.015396,2.837049,-5.6533,-1.551517,-3.624954,0
2726255186,0.37991,1.249912,0.270731,-3.176037,-1.523787,3.224497,-5.847174,-1.913308,-3.019215,0
2726288520,0.113521,1.378086,1.173188,-2.05169,-0.707381,3.207818,-5.88112,-1.374811,-2.324929,0
2726321854,-0.274017,1.650844,1.553403,-0.977953,0.09087,1.627944,-4.893543,-0.489143,-1.41044,0
2726355188,-0.383429,1.304464,1.394636,-0.009898,0.535709,1.542569,-2.795204,0.96512,-2.720788,0
