SampleTimeFine,D_Leg_Acc_X,D_Leg_Acc_Y,D_Leg_Acc_Z,D_Upper_Arm_Acc_X,D_Upper_Arm_Acc_Y,D_Upper_Arm_Acc_Z,L_Wrist_Acc_X,L_Wrist_Acc_Y,L_Wrist_Acc_Z,R_Wrist_Acc_X,R_Wrist_Acc_Y,R_Wrist_Acc_Z,Activity
1331869724,0.323755,-0.514194,-0.83207,-1.508445,0.559429,0.047924,0.219313,-0.791023,-4.503714,-0.944516,-4.079855,3.704765,0
1331903058,0.330609,-0.836096,-0.030253,0.085513,-0.023138,2.014166,-1.60923,-0.755121,-1.943352,-0.411087,-0.351475,1.941738,0
1331936392,0.90001,-0.798739,0.552142,0.852617,-0.456107,3.990398,-1.434473,-1.042122,-0.218664,-0.394561,1.769747,1.107635,0
1331969726,0.684605,0.076436,1.253529,1.387609,-0.200604,4.127908,-2.578434,-0.949435,2.182715,1.348991,3.468488,-0.243618,0
1332003060,0.059944,-0.142786,1.528663,2.131858,0.481212,3.10663,-2.308204,0.497701,5.301701,3.639233,4.158002,-2.147323,0
1332036394,0.065346,0.302686,1.185109,2.195502,0.185472,2.568695,-2.662847,-0.13508,5.134234,3.623693,4.209225,-3.735554,0
1332069728,-0.040408,0.578053,0.512011,0.446035,-0.372476,1.183861,-1.841631,-0.412331,2.833899,1.753405,3.189288,-4.316237,0
1332103062,-0.1334,-0.679816,0.461916,-1.432566,-0.263614,-0.394146,0.611455,-0.67215,0.020141,0.67648,1.278448,-5.622011,0
1332136396,-0.089388,-0.448763,0.496746,-2.616993,-0.032993,-1.338717,2.320257,0.143002,-2.634917,1.097382,-0.592404,-1.174828,0
1332169730,-0.487872,0.260208,1.83497,-2.401964,0.786909,-2.56749,2.857302,0.479839,-3.326509,0.295816,-2.283063,6.564314,0
1332203064,-0.062842,0.955971,0.750312,-1.140584,0.77489,-1.940876,4.000903,-1.233151,-4.69671,-0.007468,-6.764844,6.65049,0
1332236398,0.351536,1.062193,0.270721,-0.909848,0.765918,0.347352,1.68566,-1.066679,-3.297482,-0.776684,-5.71741,5.799599,0
1332269732,-0.17861,1.166151,0.710587,-0.795607,1.637889,1.436313,3.114513,-1.282693,-1.81123,-0.356559,-3.23009,3.86302,0
1332303066,-0.044039,0.558449,0.867991,-0.621999,1.124343,1.906245,0.304546,0.931967,6.036293,-0.496482,-0.259715,0.863108,0
1332336400,0.277653,0.393622,0.518067,1.188851,-3.213476,-0.757215,-4.56783,0.864734,8.191751,-0.94922,6.017103,-4.365337,0
1332369734,0.819563,0.328988,0.211122,3.194049,-3.197091,0.259877,-3.686893,6.472122,6.89369,1.537704,10.024262,-7.254304,0
1332403068,1.014239,0.578811,0.299741,4.33491,-4.062396,-2.416861,-2.880187,1.12453,3.036996,-3.202166,8.135947,-9.255148,0
1332436402,0.429357,0.36142,-0.487073,3.946954,-2.824647,-1.596225,0.024645,-0.658875,-0.733983,-3.814195,3.633715,-5.266537,0
1332469736,-0.319553,0.105892,-0.453,0.50091,0.655641,1.185949,2.208227,-3.256816,-3.167033,-0.278303,0.876728,1.756534,0
1332503070,-1.1856,-0.410721,-0.296171,-2.48917,2.017454,1.669341,4.220503,-3.045707,-6.052226,-2.091169,-7.732265,10.649036,0
1332536404,-1.167138,-0.387066,-0.039878,-3.004211,2.685421,2.440446,3.283041,-2.171063,-7.116869,1.147128,-8.958459,7.908209,0
1332569738,-0.281245,-0.275236,0.464162,-1.678871,2.529635,0.626477,5.404501,1.918259,-1.82999,0.275424,-8.199097,6.563196,0
1332603072,0.167057,-0.202119,0.8701,-1.442568,0.955661,0.875719,9.563418,3.029115,0.440361,0.08837,-3.527543,3.661313,0
1332636406,0.624676,-0.35727,0.045545,-0.607852,-0.412277,0.305963,2.335557,-1.613562,4.00583,0.022173,0.906032,-0.827506,0
1332669740,0.800216,-0.723137,0.04899,0.741744,-2.889085,0.477874,-2.265231,-3.005233,-0.658298,-0.139843,4.804303,-3.653211,0
1332703074,0.65791,-0.144399,0.323409,2.08848,-3.19021,0.022378,-3.003635,-0.682662,7.455374,-0.655497,5.200905,-5.191598,0
1332736408,-0.089526,-0.122401,0.24435,1.643368,-2.371973,0.683515,-8.559266,-0.320742,4.192989,0.416731,5.53144,-5.519849,0
1332769742,-0.319824,-0.219093,0.383642,1.328242,-0.80538,1.834081,-6.835973,0.057918,1.086453,0.686157,4.430878,-3.348003,0
1332803076,-0.262354,0.1464,0.375267,0.815158,1.38146,1.18629,-3.875598,1.170389,3.031124,0.124319,2.428319,-0.167536,0
1332836410,-0.020402,0.390148,-0.06164,-0.79654,1.975863,0.762296,-0.604587,0.985006,2.185579,-0.005411,0.148778,2.237039,0
1332869744,0.250334,0.417468,-0.243303,-1.474024,1.015311,0.206126,0.644218,0.539948,-0.900826,0.349315,-4.050214,6.331499,0
1332903078,0.18171,0.178698,-0.358268,-1.881404,0.617369,-0.695104,2.715062,-0.117732,-2.651597,0.951039,-7.176225,5.667876,0
1332936412,0.232682,0.056983,0.153967,-1.513476,0.658868,-1.129055,8.371397,1.763996,-5.127358,0.504571,-6.177068,2.835312,0
1332969746,0.125755,0.345651,-0.049694,-1.265301,1.031947,-0.521126,-0.333734,-3.037902,-0.517381,0.881115,-3.729434,0.793654,0
1333003080,-0.056255,-0.088842,-1.041244,-0.098652,3.056016,-0.331033,1.321808,-0.565291,-5.253039,2.18448,1.390754,-3.614594,0
1333036414,0.366275,-0.554731,-1.005566,0.104722,1.621993,0.518076,1.11824,-1.775893,-2.638377,1.694489,3.303415,-5.632031,0
1333069748,0.403161,0.140443,-0.406905,0.75439,-0.916572,0.284606,-2.855968,-1.34783,8.309608,1.447728,5.688113,-5.282652,0
1333103082,0.161334,0.345942,-0.397797,0.352886,-1.000347,0.100021,-8.514712,-1.562711,7.929188,0.602181,6.450731,-4.670923,0
1333136416,0.196496,0.056723,-0.207973,-0.403683,-0.218439,-1.521381,-4.48452,-1.827117,1.264342,-0.456436,3.211838,-1.88976,0
1333169750,0.179993,0.259933,0.108567,-0.984523,-0.828044,-1.773112,-1.249208,-0.968073,-0.272282,-0.50127,-2.053297,2.179294,0
1333203084,-0.125133,0.456707,-0.26798,-1.487545,-0.084761,-0.637409,0.376823,-1.459541,-0.029241,1.975405,-6.008517,4.500407,0
1333236418,-0.491926,0.699813,-0.226136,-1.799212,0.633621,-0.960911,2.188539,-0.609072,-1.521315,2.443888,-8.872904,6.061969,0
1333269752,-0.554861,0.140034,-0.135331,-1.649107,0.60292,-0.284753,3.524381,0.836326,-3.00889,2.711848,-6.600292,4.943668,0
1333303086,-0.448353,-0.046738,-0.123247,-1.550539,0.65464,0.45823,5.056899,2.755656,-3.516239,2.242546,-3.213175,2.513123,0
1333336420,-0.397191,0.353152,0.318859,-1.53449,0.308806,0.404598,5.736929,2.878395,-2.695907,0.641039,-0.578109,0.472574,0
1333369754,-0.183557,0.020332,-0.111544,-0.688363,-0.436703,0.792468,2.86826,0.803088,-0.932721,-1.099837,0.919371,-0.655352,0
1333403088,0.419065,-0.025892,-0.359302,0.900283,-1.243508,1.318026,0.121693,1.707966,-4.276834,-3.234684,2.795656,-2.146199,0
1333436422,0.661385,-0.165276,0.023769,3.796,-1.82146,0.22506,-4.072232,0.697208,1.972301,-4.885699,3.978878,-3.476426,0
1333469756,0.358583,-0.122586,-0.464282,6.438299,-2.162186,-1.424656,-6.620773,0.368017,5.206384,-5.245079,5.864902,-2.731318,0
1333503090,0.443317,0.246626,-1.187314,6.026475,-1.480909,-2.884285,-4.759093,0.247979,3.124658,-5.473441,7.008089,-3.876025,0
1333536424,0.241227,0.50364,-0.354828,5.142937,-1.812799,-2.954983,-1.591028,1.573643,1.028425,-4.83004,5.578889,-3.972354,0
1333569758,-0.252127,0.392581,0.09306,3.93191,-2.177779,-1.880049,2.178668,3.254694,0.420005,-4.074346,5.265775,-2.132734,0
1333603092,-0.740823,-0.063745,-0.18691,1.742725,-1.432283,-0.523062,4.176212,2.082177,-0.764571,-3.114112,-0.717741,-0.271725,0
1333636426,-0.833588,-0.477541,-0.037297,-0.947291,-0.346557,0.089808,6.185565,3.89645,-2.212428,-3.065055,-6.505394,3.8411,0
1333669760,-0.774541,-0.569672,0.618703,-1.355797,0.962323,0.508162,7.467138,2.749349,-2.147703,-2.190667,-6.163632,3.937052,0
1333703094,-0.810862,-0.444285,0.255638,-1.265676,0.101179,1.196362,5.70307,0.855033,-0.152961,-2.046838,-5.298406,2.603868,0
1333736428,-0.692126,-0.241546,-0.32621,-1.262055,-0.460977,0.437099,3.820235,1.520533,-3.239102,-1.428422,-2.684956,-0.620243,0
1333769762,-0.322948,-0.1346,-0.017535,-1.113195,-0.085116,-0.378433,0.461605,-0.014,0.001471,-0.492368,0.640122,-0.380343,0
1333803096,-0.047065,-0.009767,0.122703,-0.499109,0.292251,-0.163241,-4.530469,-0.677943,3.221466,2.201019,4.090896,-2.670327,0
1333836430,0.211354,0.251404,-0.267641,0.208079,0.272662,0.110436,-4.296608,0.748092,0.743844,2.701607,4.381656,-3.479279,0
1333869764,0.13608,-0.18122,-0.271001,1.017777,-0.893776,-0.629342,-3.157161,1.522632,-0.081796,3.378207,5.637913,-2.451596,0
1333903098,-0.130495,-0.604772,-0.311468,1.802188,-1.832277,-0.608603,-2.287213,0.222471,0.286893,4.608362,5.837332,-3.005126,0
1333936432,-0.427731,-0.598292,-0.366941,1.06687,-1.63125,-0.272693,-0.352543,-0.528584,-0.217027,2.695804,3.459993,-2.224807,0
1333969766,-0.315051,-0.387336,0.29602,-0.795492,-0.414534,-0.714779,1.116271,-1.367696,-0.081444,1.058711,1.126477,-1.473435,0
1334003100,-0.292072,-0.300886,0.397272,-1.83713,0.320753,-0.410754,2.740204,-1.861395,-1.315702,0.753486,-1.466542,-0.457673,0
1334036434,-0.166215,-0.367926,0.263181,-2.118045,1.308207,-0.863749,3.220502,-2.673097,-1.223099,-1.107364,-3.929537,3.290181,0
1334069768,0.120593,-0.150827,0.329031,-2.427929,2.042871,-0.820211,3.149961,-3.002769,-2.038157,-1.831715,-4.926723,4.659265,0
