PacketCounter,SampleTimeFine,Arm_Euler_X,Arm_Euler_Y,Arm_Euler_Z,Arm_Acc_X,Arm_Acc_Y,Arm_Acc_Z,Arm_Gyr_X,Arm_Gyr_Y,Arm_Gyr_Z,Leg_Euler_X,Leg_Euler_Y,Leg_Euler_Z,Leg_Acc_X,Leg_Acc_Y,Leg_Acc_Z,Leg_Gyr_X,Leg_Gyr_Y,Leg_Gyr_Z,Activity
1658,4206961893,-88.9130630493164,-77.66893005371094,19.10690116882324,9.7339448928833,-2.43740248680115,-0.34382364153862,-30.80505561828613,10.33128833770752,1.34533035755157,144.8170623779297,-77.19538879394531,-145.40699768066406,9.89173984527588,1.02354049682617,-2.24979329109192,-23.70387077331543,0.87213015556335,9.95945453643799,0
1659,4206995227,-88.5714111328125,-77.66414642333984,17.73206520080566,9.62474727630615,-2.51735520362854,-0.08765520900488,-30.40642547607422,8.38578224182129,-0.25561830401421,145.03018188476562,-77.3800048828125,-146.52340698242188,9.86707210540771,0.72389352321625,-1.91235840320587,-25.85248947143555,0.69088417291641,9.18105030059814,0
1660,4207028561,-88.45919799804688,-77.6946029663086,16.64946746826172,9.91923999786377,-2.84253144264221,-0.05169693380594,-28.72764587402344,6.47985887527466,-1.29578161239624,145.5509796142578,-77.50519561767578,-147.5030517578125,10.17259693145752,0.43437778949738,-1.85965418815613,-12.63953113555908,-0.15404483675957,7.35546398162842,0
1661,4207061895,-87.93360137939453,-77.68278503417969,15.5111665725708,9.83107089996338,-3.09930658340454,0.07259233295918,-17.95931243896484,6.86502981185913,-0.0862640067935,145.8065185546875,-77.57377624511719,-147.747314453125,10.11719608306885,0.7506337761879,-1.91575825214386,0.93027251958847,1.20444369316101,2.42401146888733,0
1662,4207095229,-86.94666290283203,-77.53880310058594,14.33980846405029,9.29684352874756,-2.94305109977722,-0.12087588757277,-5.07781982421875,7.30110359191895,3.75940752029419,145.84873962402344,-77.63864135742188,-147.7323455810547,9.34841728210449,1.42742395401001,-1.95965230464935,2.12421822547913,2.06151175498962,0.96929681301117,0
1663,4207128563,-86.01478576660156,-77.2262954711914,13.31998825073242,9.09569931030273,-2.40147399902344,-0.41706535220146,-2.26228404045105,6.82467842102051,8.72156620025635,146.2707977294922,-77.76292419433594,-148.36521911621094,8.86957740783691,1.66321921348572,-2.04474592208862,-5.4662446975708,1.23484694957733,5.39635133743286,0
1664,4207161897,-85.79420471191406,-76.84822082519531,12.78914642333984,9.22308731079102,-1.8037166595459,-0.54545611143112,-9.26098918914795,3.95644736289978,10.82965469360352,146.78953552246094,-77.94876861572266,-149.56288146972656,9.30567932128906,1.27534735202789,-2.1622166633606,-19.14041137695312,0.88205569982529,9.34282875061035,0
1665,4207195231,-86.18193054199219,-76.61463928222656,12.4020881652832,9.68143272399902,-1.67366814613342,-0.1102032661438,-23.29155540466309,2.73657989501953,6.58035516738892,147.17274475097656,-78.06876373291016,-150.82020568847656,9.86821746826172,0.68809139728546,-1.73841977119446,-24.97654151916504,-0.85081422328949,8.4946117401123,0
1666,4207228565,-86.82929229736328,-76.55211639404297,11.93253040313721,10.05948257446289,-2.06756234169006,0.2220002412796,-33.48334503173828,2.96672821044922,1.4581286907196,147.77981567382812,-77.9402847290039,-151.82208251953125,10.31101417541504,0.3208621442318,-1.37535274028778,-10.76603889465332,-6.19853401184082,3.15778422355652,0
1667,4207261899,-87.41520690917969,-76.58409881591797,11.71894454956055,9.79105472564697,-2.76818513870239,0.62274247407913,-24.16827011108398,1.02657198905945,-1.24739027023315,148.06704711914062,-77.73410034179688,-152.04248046875,10.34889888763428,0.54210650920868,-1.17107617855072,2.57154846191406,-5.58011102676392,-2.14996004104614,0
1668,4207295233,-87.45023345947266,-76.66149139404297,11.94006061553955,9.6342830657959,-3.21511459350586,0.71866673231125,5.04216289520264,-2.05470609664917,-2.46765971183777,148.27691650390625,-77.6326675415039,-151.71177673339844,10.0050048828125,0.79659783840179,-1.30757987499237,16.40739631652832,-1.07064068317413,-3.45183062553406,0
1669,4207328567,-86.57048034667969,-76.66163635253906,12.02473831176758,9.63544082641602,-2.80764651298523,0.42886799573898,28.49990272521973,-1.00788080692291,-0.19778671860695,148.45057678222656,-77.66100311279297,-151.0091094970703,9.57636260986328,1.31079864501953,-1.83284413814545,26.2189769744873,3.48015093803406,-3.44776058197021,0
1670,4207361901,-85.20967102050781,-76.53254699707031,11.60538005828857,9.63003826141357,-1.96970987319946,0.16595143079758,28.22324752807617,2.76126003265381,3.42105102539062,148.5446014404297,-77.84492492675781,-150.44786071777344,9.41252994537354,1.76551842689514,-2.05986523628235,19.69258689880371,6.96545028686523,-0.21133804321289,0
1671,4207395235,-83.760498046875,-76.33545684814453,10.61067008972168,9.96626567840576,-1.44596898555756,-0.20678906142712,14.10220146179199,7.11070775985718,4.98729181289673,148.66368103027344,-78.07521057128906,-150.31491088867188,9.62701225280762,1.90086448192596,-2.07251453399658,7.89399385452271,6.72395849227905,2.84378290176392,0
1672,4207428569,-82.46687316894531,-76.09883117675781,9.30883407592773,9.69195079803467,-1.28186249732971,-0.18599469959736,0.5183122754097,9.6668701171875,5.7141261100769,148.46641540527344,-78.22488403320312,-150.2233428955078,9.60377025604248,1.78863131999969,-1.74709260463715,-2.80861592292786,4.52023935317993,1.82051289081573,0
