SampleTimeFine,D_Upper_Arm_Acc_X,D_Upper_Arm_Acc_Y,D_Upper_Arm_Acc_Z,L_Wrist_Acc_X,L_Wrist_Acc_Y,L_Wrist_Acc_Z,R_Wrist_Acc_X,R_Wrist_Acc_Y,R_Wrist_Acc_Z,Activity
103560715,-0.514863,0.180312,0.553472,-0.713343,2.010904,-1.301808,-2.779869,-1.72449,4.546425,0
103594049,-0.478011,1.044216,-0.172259,-1.910418,2.839817,-2.763587,-2.714993,-4.368639,5.448907,0
103627383,-0.809326,1.041049,-0.251649,-2.662942,3.362214,-2.668971,-2.389353,-4.312292,4.332253,0
103660717,-0.632771,1.082505,-0.343262,-1.65435,3.861237,-2.034239,-1.415612,-2.676813,1.873246,0
103694051,-0.352221,0.980619,-0.203009,-1.044363,2.352635,-1.237996,-0.755735,-1.123352,0.270984,0
103727385,0.189079,0.73316,0.366321,-1.362683,1.70027,-0.891178,0.604548,0.507237,-0.616796,0
103760719,0.553365,-0.062753,0.447868,0.686792,-0.624143,2.500854,0.390951,1.608,-1.759099,0
103794053,0.415464,-1.792875,0.570753,1.686524,-3.28337,2.907095,0.420437,3.193787,-1.193437,0
103827387,0.889765,-2.808232,-0.484808,-0.131237,-2.240161,1.764154,0.735724,3.620865,-2.929768,0
103860721,1.058627,-2.704423,-0.917008,0.644843,-3.222229,1.371952,1.522374,4.042614,-4.582646,0
103894055,0.715578,-2.816937,-1.077504,1.248916,-3.543424,1.618015,1.297024,4.08202,-4.227536,0
103927389,1.021726,-1.649477,-0.424271,0.335703,-1.564468,0.686773,1.830106,2.592834,-3.563371,0
103960723,0.602941,0.212793,0.048875,-1.686546,-0.458068,-0.606373,1.265672,1.661327,-1.684978,0
103994057,-0.62018,1.214205,-0.768466,-2.031211,0.988254,-0.984115,-1.295527,-0.260264,1.184284,0
104027391,-1.051818,0.279411,-1.46954,-1.843597,1.731234,-1.561827,-2.208683,-1.67916,1.814769,0
104060725,-1.217704,-0.75334,-1.731815,-0.928881,1.843138,-2.055659,-3.871238,-2.431268,3.470115,0
104094059,-1.190212,-0.964747,-0.874743,-1.140915,2.570966,-2.076953,-3.012458,-2.049705,2.509602,0
104127393,-0.578024,0.023226,-0.614753,-0.891116,2.860914,-1.059121,-2.419327,-1.451977,1.598336,0
104160727,-0.451272,0.782,-0.665847,-1.463183,3.728626,-1.060124,-1.93557,-0.558217,0.66834,0
104194061,-0.29712,1.27746,-0.444363,-0.174306,2.023518,-1.709457,-0.812979,-0.215308,0.475649,0
104227395,-0.281843,1.17616,-0.25954,0.268017,0.933312,-1.066423,-1.312434,0.772031,-0.98184,0
104260729,-0.275825,0.678607,0.792906,0.103925,0.281937,0.56297,0.585785,1.191418,-2.877778,0
104294063,0.872089,-0.532996,1.31334,1.492341,-3.189904,2.740111,1.67262,1.791339,-1.316671,0
104327397,1.276389,-1.913525,1.161732,1.174645,-4.32243,2.534051,2.577347,2.832716,0.650272,0
104360731,1.762964,-2.646122,0.790917,0.726737,-3.942174,1.53192,5.876683,1.198504,-1.122971,0
104394065,1.14245,-2.828477,0.987923,0.487282,-3.022579,0.660151,5.518337,0.372074,-2.292023,0
104427399,0.181324,-1.905864,0.566216,-0.564264,-2.568523,0.164595,5.418672,-0.198523,-2.4761,0
104460733,-0.471674,0.091961,0.005641,-0.560061,-1.256858,0.243632,2.740806,-0.140417,-1.61784,0
104494067,-1.387916,1.657482,-1.390187,0.082746,0.210603,-0.283011,-0.380504,-0.191381,0.133957,0
104527401,-1.533984,2.345837,-1.634967,1.483616,1.771797,0.169476,-3.562783,-2.186217,1.169137,0
104560735,-0.538808,2.233488,-2.38052,2.058764,2.141132,-1.161823,-6.764646,-2.513756,4.293101,0
104594069,0.361553,2.665781,-0.777766,2.405315,3.029893,-1.616899,-5.289224,-3.692562,2.952469,0
104627403,1.658812,2.824561,0.040377,3.47649,3.085769,-1.543364,-3.217467,-3.705847,1.669545,0
104660737,2.244936,2.531875,0.5829,3.1807,1.128525,-0.975051,-1.186007,-2.638783,0.883636,0
104694071,1.990407,2.379252,1.427081,1.702184,-0.77253,-0.228253,0.307728,-2.807915,-1.687443,0
104727405,1.116403,1.666541,1.278296,-0.435546,2.132546,-0.687927,1.016932,-2.13912,-1.949632,0
104760739,0.084225,0.692471,0.353449,1.56883,0.552668,1.561783,2.053012,-1.877771,-2.685646,0
104794073,-0.448353,-0.323876,-0.560136,2.087677,-2.840334,1.768041,2.123688,-0.538399,-1.120123,0
104827407,-0.892502,-1.287371,-0.239127,2.232917,-4.196138,-0.196674,4.731462,-0.423489,-0.953744,0
