SampleTimeFine,D_Leg_Acc_X,D_Leg_Acc_Y,D_Leg_Acc_Z,D_Wrist_Acc_X,D_Wrist_Acc_Y,D_Wrist_Acc_Z,Activity
2682022622,0.756826,-0.507504,0.443102,-0.63036,1.808868,2.93693,0
2682055956,0.595578,-0.160457,-0.618634,-0.933949,2.424738,3.437119,0
2682089290,-0.309244,-0.571792,-0.282119,-1.016472,2.879442,2.988917,0
2682122624,-0.967045,-0.66883,-0.106522,-0.827936,2.655918,3.255635,0
2682155958,-0.864783,-0.442958,-0.350093,-0.478713,1.537196,1.953398,0
2682189292,-0.329608,0.113932,-0.442457,-0.043888,0.745659,1.215445,0
2682222626,-0.615737,0.359326,-0.192763,0.38353,-0.608137,-1.192368,0
2682255960,-0.938323,-0.118072,0.089606,0.604475,-1.779493,-2.375404,0
2682289294,-0.752036,0.216451,-0.759405,0.311678,-1.387504,-2.711939,0
2682322628,-0.256808,0.688421,-0.203572,0.563644,-1.231781,-2.699109,0
2682355962,0.285012,1.062675,0.365043,0.442142,-1.506412,-3.345674,0
2682389296,0.349297,1.43894,-0.329062,0.468307,-2.196621,-3.499728,0
2682422630,0.283756,1.470188,-0.410185,0.457056,-2.476112,-3.481953,0
2682455964,0.294704,1.469076,-0.206193,-0.261145,-1.824674,-1.441847,0
2682489298,0.337351,1.196924,-0.116565,0.349653,-1.120805,-2.170726,0
2682522632,0.407324,1.146865,0.26455,-0.766701,-1.013862,-0.804682,0
2682555966,0.338136,0.931434,0.200634,-0.071732,0.297482,0.394036,0
2682589300,-0.106224,0.382081,-0.122858,0.371305,1.371037,1.107476,0
2687489398,-0.98165,1.266308,0.333617,-0.931714,0.300661,-0.932001,0
2687522732,-0.652075,2.742576,0.495625,-0.870027,0.073968,-1.253616,0
2687556066,0.286401,5.283038,0.909703,-0.374459,0.514696,-1.949836,0
2687589400,2.752234,4.892653,0.096452,0.15384,0.120629,-2.38174,0
2687622734,2.242083,1.406433,-0.324591,-0.809745,-0.295336,-1.671509,0
2687656068,0.505257,-4.066055,0.613416,-0.354104,0.091651,-0.382082,0
2687689402,-3.161273,-2.497169,-0.32645,0.286159,0.196,-0.920021,0
2687722736,-2.596251,-1.404451,-1.291076,0.112915,-0.098116,-0.001296,0
2687756070,0.263722,-2.456258,-3.027654,-0.009318,-0.361793,0.842116,0
2687789404,-0.432935,-2.422838,-3.042329,0.272038,0.912146,0.467026,0
2687822738,0.902597,-2.724279,-3.675991,0.442815,1.225886,0.735797,0
2687856072,1.506567,-1.448444,-4.642555,0.340778,0.858532,0.392932,0
2687889406,-0.597588,1.21686,-0.148732,0.836605,0.014645,-0.944293,0
2687922740,1.67319,1.513022,3.6338,1.184042,-0.184902,-1.87761,0
2687956074,2.81985,3.230192,2.821467,1.304617,-0.673702,-2.480266,0
2687989408,1.92371,1.740321,3.822481,1.448445,-1.505544,-3.428965,0
2688022742,-0.426579,-1.713296,0.950377,1.493847,-1.520185,-4.062699,0
2688056076,-1.790828,-1.961196,-3.075256,1.449073,-1.173738,-3.684264,0
2688089410,0.369572,-0.055912,-1.063395,0.454982,-0.614997,-3.239247,0
2688122744,1.62896,0.307942,1.301425,0.709268,-0.844751,-1.399661,0
2688156078,0.99972,1.066685,1.820799,-0.298444,-0.435348,1.161234,0
2688189412,-1.671457,0.149384,1.588051,-1.128603,0.726726,2.419167,0
