SampleTimeFine,D_Leg_Acc_X,D_Leg_Acc_Y,D_Leg_Acc_Z,D_Wrist_Acc_X,D_Wrist_Acc_Y,D_Wrist_Acc_Z,Activity
846506878,-0.3842,0.200713,-0.011111,0.514608,1.323312,-2.107802,0
846540212,-0.369928,0.021779,0.443371,0.113082,1.424706,-0.498507,0
846573546,0.100962,0.221915,0.098184,0.303741,0.143921,0.358053,0
846606880,0.189487,0.102661,0.287452,0.517629,-0.20948,1.516363,0
846640214,0.081444,-0.037572,0.217423,-0.25823,-2.326736,1.161965,0
846673548,-0.186136,-0.248753,0.382751,0.386049,-2.844275,1.106241,0
846706882,-0.469085,-0.487168,0.085699,1.075462,-4.920739,-1.761945,0
846740216,-0.541542,-0.278525,0.148713,1.41614,-6.098528,-4.528965,0
846773550,-0.246864,-0.049778,0.146562,0.683621,-2.978825,-6.362561,0
846806884,-0.00098,-0.104196,0.142044,1.262812,1.980086,-3.694226,0
846840218,-0.028608,0.262962,0.15523,-1.243853,7.834386,0.093075,0
846873552,0.264609,0.564104,0.157412,-0.206239,9.51601,2.110294,0
846906886,0.155154,0.670671,0.029959,0.665823,8.932006,0.494467,0
846940220,0.055577,0.434247,-0.021526,-0.945429,4.16761,1.331772,0
846973554,0.119975,-0.025972,0.263337,-2.51025,1.193004,2.422338,0
847006888,0.377246,0.56513,0.663793,-1.785096,-4.346819,1.916423,0
847040222,1.608504,0.423334,0.842417,-0.834392,-7.20516,2.271557,0
847073556,0.838236,0.334657,1.477513,-1.313434,-7.800129,0.658546,0
847106890,0.568852,0.024017,0.280217,-0.005674,-5.47556,-0.61162,0
847140224,0.722466,1.617328,-1.114483,1.513193,-3.518301,-3.648926,0
847173558,-0.808388,-0.042204,-0.610327,1.737091,-1.285862,-5.390674,0
847206892,-0.840714,-0.091515,-0.676601,1.789139,2.311027,-3.661855,0
847240226,-2.027114,-0.410081,-0.161316,0.146084,4.27274,-1.226225,0
847273560,1.061269,0.731309,0.455362,0.754064,6.706502,-0.021596,0
847306894,4.204182,0.569038,-0.441159,0.067507,6.997181,0.851549,0
847340228,2.636428,-2.134947,-0.541142,-0.910373,4.238089,2.831895,0
847373562,0.553319,-0.473739,-0.253378,-1.278773,2.97777,1.610374,0
847406896,-0.83108,0.092095,0.058808,-0.133637,-0.492924,0.685749,0
